unique_id,n_obs,mean_demand,total_demand,zero_share,adi,cv2,n_nonzero,volume_stratum,intermittency_stratum,stratum
FOODS_1_199_CA_1,1786,0.4854423292273236,867.0,0.7609182530795073,4.182669789227166,0.38069490668204575,427,mid,sparse,mid_sparse
FOODS_1_209_TX_1,1969,0.8887760284408329,1750.0,0.5865921787709497,2.418918918918919,0.6806664035946481,814,mid,medium,mid_medium
FOODS_1_219_TX_2,1969,1.3941086846114779,2745.0,0.473336719146775,1.8987463837994214,0.5183545450212117,1037,high,dense,high_dense
FOODS_2_010_WI_1,1333,0.6204051012753188,827.0,0.6759189797449362,3.0856481481481484,0.36456440223088105,432,mid,medium,mid_medium
FOODS_2_031_WI_2,1453,5.1913282863041985,7543.0,0.3193392980041294,1.4691607684529828,0.43891880297756564,989,high,dense,high_dense
FOODS_2_034_CA_2,1830,1.1289617486338799,2066.0,0.5442622950819672,2.194244604316547,0.49572929466138665,834,high,medium,high_medium
FOODS_2_070_WI_1,1333,0.6924231057764441,923.0,0.6429107276819205,2.8004201680672267,0.40942352312408536,476,mid,medium,mid_medium
FOODS_2_076_CA_4,1956,0.17638036809815952,345.0,0.8502044989775052,6.675767918088737,0.13529056000092074,293,low,sparse,low_sparse
FOODS_2_081_TX_2,1969,1.2529202640934485,2467.0,0.37480954799390553,1.5995125913891146,0.40950972363208027,1231,high,dense,high_dense
FOODS_2_100_CA_4,1969,0.5901472828847131,1162.0,0.6587100050787201,2.9300595238095237,0.3263259707531758,672,mid,medium,mid_medium
FOODS_2_103_WI_1,1331,1.5792637114951165,2102.0,0.40120210368144255,1.6700125470514429,0.36920090916750636,797,high,dense,high_dense
FOODS_2_105_CA_3,1123,1.163846838824577,1307.0,0.42208370436331255,1.7303543913713406,0.3899726894557664,649,high,dense,high_dense
FOODS_2_106_TX_3,1496,1.4491978609625669,2168.0,0.32286096256684493,1.4768015794669298,0.33182027380493057,1013,high,dense,high_dense
FOODS_2_107_CA_1,1969,1.0563737938039615,2080.0,0.537328593194515,2.1613611416026344,0.5103304348665387,911,high,medium,high_medium
FOODS_2_113_WI_1,1333,0.7606901725431358,1014.0,0.5813953488372093,2.388888888888889,0.4182769978546658,558,mid,medium,mid_medium
FOODS_2_117_TX_3,1246,0.25441412520064205,317.0,0.8900481540930979,9.094890510948906,0.40857896064714144,137,low,sparse,low_sparse
FOODS_2_125_WI_2,983,1.2360122075279756,1215.0,0.44455747711088506,1.8003663003663004,0.4732887160577724,546,high,dense,high_dense
FOODS_2_133_WI_3,1967,0.34011184544992373,669.0,0.7834265378749364,4.617370892018779,0.3171191623304191,426,low,sparse,low_sparse
FOODS_2_143_CA_3,1969,1.30929405789741,2578.0,0.36414423565261556,1.5726837060702876,0.39358474779494657,1252,high,dense,high_dense
FOODS_2_152_WI_2,1969,6.601828339258507,12999.0,0.17470797359065515,1.2116923076923076,0.3958140419932781,1625,high,dense,high_dense
FOODS_2_153_WI_1,1929,1.3032659409020217,2514.0,0.5536547433903577,2.240418118466899,0.571667768560666,861,high,medium,high_medium
FOODS_2_166_CA_3,1969,3.2427628237684103,6385.0,0.5165058405281869,2.06827731092437,0.6759246604267668,952,high,medium,high_medium
FOODS_2_183_TX_3,1946,2.867934224049332,5581.0,0.28108941418293937,1.3909935668334525,0.38793345690455616,1399,high,dense,high_dense
FOODS_2_223_TX_3,1444,0.3192520775623269,461.0,0.7825484764542936,4.598726114649682,0.2581756062655894,314,low,sparse,low_sparse
FOODS_2_225_CA_4,1969,1.0812595226003048,2129.0,0.4586084306754698,1.8470919324577861,0.3279155131700297,1066,high,dense,high_dense
FOODS_2_243_CA_3,1942,0.28681771369721937,557.0,0.8007209062821833,5.018087855297158,0.2267655745743386,387,low,sparse,low_sparse
FOODS_2_251_WI_1,1333,1.1290322580645162,1505.0,0.4508627156789197,1.8210382513661203,0.43970003079149333,732,high,dense,high_dense
FOODS_2_258_CA_1,1969,0.8902996444895886,1753.0,0.537328593194515,2.1613611416026344,0.41542192427289093,911,mid,medium,mid_medium
FOODS_2_263_WI_3,1944,0.2926954732510288,569.0,0.7968106995884774,4.921518987341772,0.3098828917746668,395,low,sparse,low_sparse
FOODS_2_267_WI_1,1333,1.4733683420855215,1964.0,0.4163540885221305,1.7133676092544987,0.447944075488345,778,high,dense,high_dense
FOODS_2_275_CA_3,1969,0.8710005078720162,1715.0,0.5495175215845607,2.2198421645997746,0.4290445917800369,887,mid,medium,mid_medium
FOODS_2_276_TX_2,1969,7.655154900964956,15073.0,0.10563737938039613,1.118114707552527,0.3131807036102482,1761,high,dense,high_dense
FOODS_2_276_WI_1,1969,3.2092432706957847,6319.0,0.11833417978669375,1.1342165898617511,0.36871725505427816,1736,high,dense,high_dense
FOODS_2_280_CA_4,1961,0.19071902090770015,374.0,0.8541560428352881,6.856643356643357,0.2645298367024828,286,low,sparse,low_sparse
FOODS_2_295_TX_2,1968,0.7860772357723578,1547.0,0.5355691056910569,2.1531728665207877,0.35809602724557116,914,mid,medium,mid_medium
FOODS_2_300_CA_3,1537,0.2498373454782043,384.0,0.7963565387117761,4.9105431309904155,0.17226259932558757,313,low,sparse,low_sparse
FOODS_2_315_WI_1,1969,2.042153377348908,4021.0,0.35144743524631794,1.5418950665622553,0.4633283026144209,1277,high,dense,high_dense
FOODS_2_320_TX_1,1064,1.2575187969924813,1338.0,0.5178571428571429,2.074074074074074,1.1157908284778502,513,high,medium,high_medium
FOODS_2_349_TX_2,1513,2.00925313945803,3040.0,0.24322538003965632,1.3213973799126637,0.354744117281178,1145,high,dense,high_dense
FOODS_2_359_WI_2,1584,0.24494949494949494,388.0,0.8920454545454546,9.263157894736842,0.45888237482260413,171,low,sparse,low_sparse
FOODS_2_375_CA_3,1968,1.083841463414634,2133.0,0.4380081300813008,1.7793851717902351,0.37600630628953063,1106,high,dense,high_dense
FOODS_2_391_WI_3,1969,0.93600812595226,1843.0,0.5962417470797359,2.476729559748428,0.4819353061110378,795,mid,medium,mid_medium
FOODS_3_002_CA_1,969,2.215686274509804,2147.0,0.2590299277605779,1.34958217270195,0.46745789319137726,718,high,dense,high_dense
FOODS_3_007_TX_1,1969,8.781107160995429,17290.0,0.2727272727272727,1.375,1.1549851846204675,1432,high,dense,high_dense
FOODS_3_012_TX_2,1937,1.064532782653588,2062.0,0.551368094992256,2.228998849252014,0.5625338950251813,869,high,medium,high_medium
FOODS_3_021_WI_3,1602,1.852059925093633,2967.0,0.46441947565543074,1.867132867132867,0.7018884374258234,858,high,dense,high_dense
FOODS_3_037_CA_1,1525,5.31672131147541,8108.0,0.21311475409836064,1.2708333333333333,0.265503046494979,1200,high,dense,high_dense
FOODS_3_050_TX_1,1968,0.38058943089430897,749.0,0.7398373983739838,3.84375,0.365131392494736,512,mid,medium,mid_medium
FOODS_3_053_TX_2,990,0.908080808080808,899.0,0.43333333333333335,1.7647058823529411,0.3256828349100568,561,mid,dense,mid_dense
FOODS_3_056_WI_3,1969,0.5916708989334688,1165.0,0.7348908075165058,3.7720306513409962,0.754875361190761,522,mid,medium,mid_medium
FOODS_3_063_WI_3,1969,0.8842051802945657,1741.0,0.5281868969019807,2.1194833153928956,0.3639716467832593,929,mid,medium,mid_medium
FOODS_3_065_WI_3,1969,1.2097511427120367,2382.0,0.39614017267648555,1.656013456686291,0.3938730175695106,1189,high,dense,high_dense
FOODS_3_068_CA_1,1969,0.6632808532249873,1306.0,0.6282376841036059,2.689890710382514,0.3781375978598018,732,mid,medium,mid_medium
FOODS_3_068_TX_1,1969,0.1706449974606399,336.0,0.8750634840020315,8.004065040650406,0.2780221782590587,246,low,sparse,low_sparse
FOODS_3_073_WI_3,937,1.0928495197438635,1024.0,0.807897545357524,5.205555555555556,0.4244006279460544,180,high,sparse,high_sparse
FOODS_3_089_TX_1,1969,1.8943626206196038,3730.0,0.3621127475876079,1.5676751592356688,0.5656544529928212,1256,high,dense,high_dense
FOODS_3_099_CA_1,1958,17.271195097037793,33817.0,0.049029622063329927,1.0515574650912998,0.15043972213703855,1862,high,dense,high_dense
FOODS_3_122_WI_3,879,0.7747440273037542,681.0,0.5119453924914675,2.0489510489510487,0.3115155371179245,429,mid,medium,mid_medium
FOODS_3_143_WI_2,1123,0.48619768477292963,546.0,0.7284060552092609,3.681967213114754,0.3475280904430703,305,mid,medium,mid_medium
FOODS_3_149_WI_1,1316,0.18693009118541035,246.0,0.85790273556231,7.037433155080214,0.20623871266250043,187,low,sparse,low_sparse
FOODS_3_158_WI_2,1201,0.7185678601165695,863.0,0.5636969192339717,2.2919847328244276,0.42977869763701304,524,mid,medium,mid_medium
FOODS_3_173_WI_1,1364,0.13049853372434017,178.0,0.8900293255131965,9.093333333333334,0.12760235513616422,150,low,sparse,low_sparse
FOODS_3_177_TX_3,1866,0.3204715969989282,598.0,0.7502679528403001,4.0042918454935625,0.2645916856670795,466,low,sparse,low_sparse
FOODS_3_181_WI_3,1116,0.8378136200716846,935.0,0.47580645161290325,1.9076923076923078,0.32617167377602946,585,mid,dense,mid_dense
FOODS_3_222_WI_3,1955,0.6925831202046036,1354.0,0.6265984654731458,2.6780821917808217,0.4444297312488469,730,mid,medium,mid_medium
FOODS_3_234_TX_3,1955,10.13759590792839,19819.0,0.3237851662404092,1.478819969742814,0.8551192064786964,1322,high,dense,high_dense
FOODS_3_261_CA_3,1969,1.574911122397156,3101.0,0.5063484002031488,2.0257201646090537,0.409569533516977,972,high,medium,high_medium
FOODS_3_271_TX_2,1967,1.7742755465175395,3490.0,0.3701067615658363,1.5875706214689265,0.4295591020650902,1239,high,dense,high_dense
FOODS_3_279_TX_2,1875,0.3456,648.0,0.7434666666666667,3.898128898128898,0.26059168683000555,481,low,medium,low_medium
FOODS_3_285_TX_3,1960,1.4127551020408162,2769.0,0.5183673469387755,2.0762711864406778,0.5246493949678454,944,high,medium,high_medium
FOODS_3_286_WI_1,1108,0.34747292418772563,385.0,0.7382671480144405,3.820689655172414,0.24320666526211843,290,low,medium,low_medium
FOODS_3_304_CA_1,1969,2.785678009141696,5485.0,0.13712544438801422,1.1589170100058859,0.4464773670775735,1699,high,dense,high_dense
FOODS_3_351_TX_3,1969,1.292026409344845,2544.0,0.5733875063484002,2.344047619047619,0.6428829350236831,840,high,medium,high_medium
FOODS_3_354_CA_4,1069,0.7670720299345183,820.0,0.5173058933582788,2.0717054263565893,0.3113231490733094,516,mid,medium,mid_medium
FOODS_3_387_WI_2,1968,0.4186991869918699,824.0,0.7591463414634146,4.151898734177215,0.33689346792991787,474,mid,sparse,mid_sparse
FOODS_3_392_CA_3,1969,0.9847638395124428,1939.0,0.457592686642966,1.8436329588014981,0.4699011471520366,1068,mid,dense,mid_dense
FOODS_3_414_CA_4,1568,0.5969387755102041,936.0,0.6396683673469388,2.775221238938053,0.2954952409114529,565,mid,medium,mid_medium
FOODS_3_427_TX_2,1292,0.5425696594427245,701.0,0.6602167182662538,2.9430523917995446,0.8485163829270961,439,mid,medium,mid_medium
FOODS_3_465_CA_2,1969,0.669883189436262,1319.0,0.7511427120365668,4.018367346938776,0.8834925424358026,490,mid,sparse,mid_sparse
FOODS_3_491_CA_4,1969,9.656678517013713,19014.0,0.24834941594718132,1.3304054054054053,0.4170990412501386,1480,high,dense,high_dense
FOODS_3_498_CA_1,1969,5.661757237176231,11148.0,0.26256983240223464,1.356060606060606,0.8224669418215306,1452,high,dense,high_dense
FOODS_3_503_WI_2,1943,6.244981986618631,12134.0,0.03808543489449305,1.039593365436062,0.41393606638255676,1869,high,dense,high_dense
FOODS_3_519_CA_4,1112,2.6097122302158273,2902.0,0.42176258992805754,1.729393468118196,0.7930445068750871,643,high,dense,high_dense
FOODS_3_520_TX_2,1969,1.0964956830878618,2159.0,0.4499746063991874,1.8180978762696214,0.4802141006337671,1083,high,dense,high_dense
FOODS_3_533_WI_1,1969,0.9375317420010157,1846.0,0.45251396648044695,1.8265306122448979,0.3175381353923905,1078,mid,dense,mid_dense
FOODS_3_534_TX_3,1969,1.2778059928897918,2516.0,0.40883697308278316,1.6915807560137457,1.0397415986890834,1164,high,dense,high_dense
FOODS_3_556_WI_2,1968,0.24898373983739838,490.0,0.8175813008130082,5.481894150417827,0.2626892426107371,359,low,sparse,low_sparse
FOODS_3_558_CA_3,1969,0.8633824276282377,1700.0,0.5312341289994922,2.133261105092091,0.38203951617140425,923,mid,medium,mid_medium
FOODS_3_565_CA_1,1969,1.122397155916709,2210.0,0.4540375825292026,1.8316279069767443,0.4460446215910504,1075,high,dense,high_dense
FOODS_3_565_TX_2,1969,1.2732351447435246,2507.0,0.3575418994413408,1.5565217391304347,0.40338112974763446,1265,high,dense,high_dense
FOODS_3_572_WI_3,1131,3.7480106100795756,4239.0,0.3952254641909814,1.6535087719298245,0.44366613121002335,684,high,dense,high_dense
FOODS_3_593_WI_1,1809,0.30458817025981205,551.0,0.7788833609729132,4.5225,0.31171039941380646,400,low,sparse,low_sparse
FOODS_3_609_CA_3,1418,1.961212976022567,2781.0,0.34132581100141046,1.5182012847965738,0.5919681746509226,934,high,dense,high_dense
FOODS_3_612_CA_1,1732,1.2569284064665127,2177.0,0.41397228637413397,1.7064039408866996,0.38881696101152846,1015,high,dense,high_dense
FOODS_3_622_WI_2,1968,0.5482723577235772,1079.0,0.6432926829268293,2.8034188034188032,0.4242116015753371,702,mid,medium,mid_medium
FOODS_3_631_TX_3,1966,0.314852492370295,619.0,0.745676500508647,3.932,0.17348306296250282,500,low,sparse,low_sparse
FOODS_3_635_WI_3,1969,14.414931437277806,28383.0,0.24834941594718132,1.3304054054054053,1.236316968770553,1480,high,dense,high_dense
FOODS_3_665_CA_1,1235,2.4437246963562753,3018.0,0.4380566801619433,1.7795389048991355,0.9081405962149338,694,high,dense,high_dense
FOODS_3_675_WI_2,1617,1.3902288188002474,2248.0,0.46320346320346323,1.8629032258064515,0.5072807686132762,868,high,dense,high_dense
FOODS_3_678_CA_1,1780,2.5235955056179775,4492.0,0.27303370786516856,1.3755795981452859,0.49766957024660424,1294,high,dense,high_dense
FOODS_3_681_CA_4,1969,6.352971051295073,12509.0,0.13052310817673946,1.1501168224299065,0.6023278502774811,1712,high,dense,high_dense
FOODS_3_684_WI_2,1524,1.054461942257218,1607.0,0.489501312335958,1.9588688946015425,0.4342755692958543,778,high,dense,high_dense
FOODS_3_686_WI_2,1962,0.4108053007135576,806.0,0.7033639143730887,3.3711340206185567,0.26185785448562965,582,mid,medium,mid_medium
FOODS_3_709_CA_3,1034,1.230174081237911,1272.0,0.41295938104448743,1.7034596375617792,0.47740926638053616,607,high,dense,high_dense
FOODS_3_717_CA_1,1946,0.6413155190133607,1248.0,0.5673175745118191,2.311163895486936,0.2999792564227646,842,mid,medium,mid_medium
FOODS_3_731_WI_3,1265,0.8679841897233201,1098.0,0.5691699604743083,2.3211009174311927,0.41207357900857894,545,mid,medium,mid_medium
FOODS_3_742_TX_2,1959,1.1704951505870342,2293.0,0.5416028586013272,2.181514476614699,0.49652246986997717,898,high,medium,high_medium
FOODS_3_744_CA_4,1969,4.65871000507872,9173.0,0.14982224479431183,1.1762246117084827,0.40795745417563206,1674,high,dense,high_dense
FOODS_3_752_TX_2,1969,9.238699847638395,18191.0,0.30675469781615033,1.4424908424908425,0.8496058544424896,1365,high,dense,high_dense
FOODS_3_766_TX_1,1967,0.44026436197254704,866.0,0.6853075749872903,3.1777059773828755,0.32278303153439797,619,mid,medium,mid_medium
FOODS_3_779_WI_2,1265,0.23794466403162054,301.0,0.8268774703557312,5.776255707762557,0.37710410673515654,219,low,sparse,low_sparse
FOODS_3_795_CA_4,1001,1.998001998001998,2000.0,0.18981018981018982,1.2342786683107274,0.38566354074074066,811,high,dense,high_dense
FOODS_3_802_TX_3,1926,0.3322949117341641,640.0,0.7523364485981309,4.037735849056604,0.2745942239200367,477,low,sparse,low_sparse
FOODS_3_803_CA_3,1170,2.128205128205128,2490.0,0.38461538461538464,1.625,0.684562335674114,720,high,dense,high_dense
FOODS_3_820_CA_1,1969,1.9822244794311834,3903.0,0.20010157440325038,1.2501587301587302,0.4122749888779515,1575,high,dense,high_dense
HOBBIES_1_003_WI_2,842,0.14014251781472684,118.0,0.8741092636579573,7.943396226415095,0.09715325371745942,106,low,sparse,low_sparse
HOBBIES_1_018_CA_1,1560,0.05961538461538462,93.0,0.9461538461538461,18.571428571428573,0.09864222759926278,84,low,sparse,low_sparse
HOBBIES_1_018_TX_3,1556,0.11889460154241645,185.0,0.8926735218508998,9.317365269461078,0.07883584007322207,167,low,sparse,low_sparse
HOBBIES_1_033_TX_3,1007,0.1499503475670308,151.0,0.8570009930486594,6.993055555555555,0.0550730353809166,144,low,sparse,low_sparse
HOBBIES_1_044_CA_4,1968,0.5889227642276422,1159.0,0.6260162601626016,2.6739130434782608,0.3401073441322651,736,mid,medium,mid_medium
HOBBIES_1_062_TX_2,1100,0.15545454545454546,171.0,0.8909090909090909,9.166666666666666,0.2372287788614984,120,low,sparse,low_sparse
HOBBIES_1_076_CA_3,1969,0.9375317420010157,1846.0,0.5454545454545454,2.2,0.5696433973556151,895,mid,medium,mid_medium
HOBBIES_1_077_CA_1,1551,0.31785944551902,493.0,0.7588652482269503,4.147058823529412,0.19615993981376703,374,low,sparse,low_sparse
HOBBIES_1_085_TX_1,1359,0.3487858719646799,474.0,0.7365710080941869,3.7960893854748603,0.40332354345003146,358,low,medium,low_medium
HOBBIES_1_102_WI_1,1503,0.3120425815036593,469.0,0.7531603459747173,4.051212938005391,0.21328532809931794,371,low,sparse,low_sparse
HOBBIES_1_112_CA_1,1948,0.10574948665297741,206.0,0.9111909650924025,11.260115606936417,0.15870794213776376,173,low,sparse,low_sparse
HOBBIES_1_112_CA_4,1963,0.040244523688232295,79.0,0.9684156902699949,31.661290322580644,0.6900270816204841,62,low,sparse,low_sparse
HOBBIES_1_124_WI_3,1244,0.45016077170418006,560.0,0.6993569131832797,3.3262032085561497,0.36053031132023866,374,mid,medium,mid_medium
HOBBIES_1_130_CA_4,1969,0.7892331132554596,1554.0,0.595733875063484,2.4736180904522613,0.503031204043807,796,mid,medium,mid_medium
HOBBIES_1_148_CA_4,1174,1.3262350936967633,1557.0,0.2683134582623509,1.3667054714784632,0.2706115226970139,859,high,dense,high_dense
HOBBIES_1_157_CA_4,1619,0.4224830142063002,684.0,0.6380481778875849,2.762798634812287,0.11494085257294448,586,mid,medium,mid_medium
HOBBIES_1_173_CA_3,1463,1.3021189336978811,1905.0,0.32809295967190705,1.4883011190233977,0.3349253511632165,983,high,dense,high_dense
HOBBIES_1_184_TX_1,1747,0.09502003434459072,166.0,0.9204350314825415,12.568345323741006,0.1613436459299745,139,low,sparse,low_sparse
HOBBIES_1_192_CA_2,1815,0.08870523415977961,161.0,0.928374655647383,13.961538461538462,0.2507230526623978,130,low,sparse,low_sparse
HOBBIES_1_230_TX_2,1591,0.21244500314267756,338.0,0.819610307982401,5.543554006968641,0.16118273904240782,287,low,sparse,low_sparse
HOBBIES_1_240_TX_2,1817,0.5652173913043478,1027.0,0.6527242707760044,2.8795562599049127,0.4167369856398982,631,mid,medium,mid_medium
HOBBIES_1_244_CA_3,1453,4.9394356503785275,7177.0,0.2904335856847901,1.4093113482056256,0.9393404438832876,1031,high,dense,high_dense
HOBBIES_1_268_TX_1,1969,2.930929405789741,5771.0,0.44692737430167595,1.8080808080808082,1.0903926305578886,1089,high,dense,high_dense
HOBBIES_1_271_TX_1,1571,0.27753023551877787,436.0,0.7943984723106302,4.863777089783282,0.2854346623686966,323,low,sparse,low_sparse
HOBBIES_1_278_TX_2,1941,2.2751159196290573,4416.0,0.6069036579082947,2.543905635648755,1.2983246186508155,763,high,medium,high_medium
HOBBIES_1_279_TX_1,1378,0.5275761973875182,727.0,0.6661828737300436,2.9956521739130433,0.3715935210172323,460,mid,medium,mid_medium
HOBBIES_1_297_CA_1,1969,1.0096495683087863,1988.0,0.4372778059928898,1.7770758122743682,0.3555528917069511,1108,mid,dense,mid_dense
HOBBIES_1_299_TX_3,1796,0.4443207126948775,798.0,0.7494432071269488,3.991111111111111,0.4156446678764664,450,mid,sparse,mid_sparse
HOBBIES_1_306_CA_2,1193,0.6093880972338642,727.0,0.597652975691534,2.4854166666666666,0.278390658855894,480,mid,medium,mid_medium
HOBBIES_1_307_WI_2,1498,0.22963951935914553,344.0,0.8070761014686249,5.1833910034602075,0.16795202502478818,289,low,sparse,low_sparse
HOBBIES_1_308_WI_3,1410,0.4078014184397163,575.0,0.7191489361702128,3.5606060606060606,0.2858879127084778,396,mid,medium,mid_medium
HOBBIES_1_317_TX_1,1963,0.43301069791136015,850.0,0.6622516556291391,2.9607843137254903,0.18771842900302108,663,mid,medium,mid_medium
HOBBIES_1_320_CA_2,1968,0.8597560975609756,1692.0,0.5045731707317073,2.0184615384615383,0.34082539570402826,975,mid,medium,mid_medium
HOBBIES_1_324_CA_1,1969,0.8765871000507872,1726.0,0.4809547993905536,1.926614481409002,0.34925126078408086,1022,mid,dense,mid_dense
HOBBIES_1_335_TX_3,1453,0.7198898830006882,1046.0,0.7825189263592567,4.598101265822785,0.41130932578055196,316,mid,sparse,mid_sparse
HOBBIES_1_340_WI_1,1089,0.06519742883379247,71.0,0.9421487603305785,17.285714285714285,0.11409026626821349,63,low,sparse,low_sparse
HOBBIES_1_341_WI_3,1969,3.3692229558151348,6634.0,0.35297105129507367,1.5455259026687598,1.3411507536856677,1274,high,dense,high_dense
HOBBIES_1_342_TX_3,1449,0.3077984817115252,446.0,0.7391304347826086,3.8333333333333335,0.1481729648434568,378,low,medium,low_medium
HOBBIES_1_343_TX_2,1969,0.829862874555612,1634.0,0.5033011681056374,2.013292433537832,0.3094660913858968,978,mid,medium,mid_medium
HOBBIES_1_345_WI_1,1964,3.6726069246435844,7213.0,0.12932790224032586,1.1485380116959065,0.33326037623742577,1710,high,dense,high_dense
HOBBIES_1_346_TX_2,863,0.3626882966396292,313.0,0.8111239860950173,5.294478527607362,0.3749282495382452,163,low,sparse,low_sparse
HOBBIES_1_355_TX_1,1969,0.2270187912646013,447.0,0.8166582021330625,5.454293628808864,0.1404327521672086,361,low,sparse,low_sparse
HOBBIES_1_369_CA_1,1092,4.888278388278389,5338.0,0.37454212454212454,1.5988286969253294,1.2410234347722058,683,high,dense,high_dense
HOBBIES_1_371_TX_3,1968,5.004065040650406,9848.0,0.29776422764227645,1.4240231548480462,0.955921132745707,1382,high,dense,high_dense
HOBBIES_1_373_WI_1,1086,1.0451197053406998,1135.0,0.36464088397790057,1.5739130434782609,0.31969715870959253,690,mid,dense,mid_dense
HOBBIES_1_375_TX_1,1570,0.08535031847133757,134.0,0.924203821656051,13.193277310924369,0.12771614983519036,119,low,sparse,low_sparse
HOBBIES_1_393_TX_1,1103,0.13689936536718042,151.0,0.8730734360834089,7.878571428571429,0.08741885926371398,140,low,sparse,low_sparse
HOBBIES_1_398_WI_1,1969,4.231589639410869,8332.0,0.36363636363636365,1.5714285714285714,1.0173878638476594,1253,high,dense,high_dense
HOBBIES_1_413_TX_3,1969,1.2595226003047233,2480.0,0.43575418994413406,1.7722772277227723,0.4093499814851273,1111,high,dense,high_dense
HOBBIES_1_417_WI_2,1968,2.144817073170732,4221.0,0.47459349593495936,1.9032882011605416,1.3408608943197065,1034,high,dense,high_dense
HOBBIES_1_421_WI_3,1217,0.20706655710764174,252.0,0.8258011503697618,5.740566037735849,0.16252019501850243,212,low,sparse,low_sparse
HOBBIES_2_001_TX_1,1956,0.041922290388548056,82.0,0.9606339468302658,25.4025974025974,0.05424402767776075,77,low,sparse,low_sparse
HOBBIES_2_003_CA_4,1913,0.1688447464715107,323.0,0.8562467328802927,6.956363636363636,0.15243922702976473,275,low,sparse,low_sparse
HOBBIES_2_033_CA_1,1945,0.7634961439588689,1485.0,0.6169665809768637,2.610738255033557,0.6329256566485488,745,mid,medium,mid_medium
HOBBIES_2_044_TX_2,1274,0.20800627943485087,265.0,0.8226059654631083,5.6371681415929205,0.19482431865828095,226,low,sparse,low_sparse
HOBBIES_2_044_WI_2,1465,0.2696245733788396,395.0,0.769283276450512,4.334319526627219,0.1811801635304393,338,low,sparse,low_sparse
HOBBIES_2_045_CA_3,1138,0.18892794376098418,215.0,0.8620386643233744,7.248407643312102,0.3164341085271319,157,low,sparse,low_sparse
HOBBIES_2_060_TX_3,1956,0.28067484662576686,549.0,0.83640081799591,6.1125,0.9043459832550642,320,low,sparse,low_sparse
HOBBIES_2_068_CA_3,1924,0.30145530145530147,580.0,0.7853430353430353,4.658595641646489,0.3070216339771193,413,low,sparse,low_sparse
HOBBIES_2_071_TX_2,1066,0.3348968105065666,357.0,0.7795497185741088,4.536170212765957,0.3641731537595765,235,low,sparse,low_sparse
HOBBIES_2_080_TX_1,1969,0.07059421025901473,139.0,0.93600812595226,15.626984126984127,0.089786657005331,126,low,sparse,low_sparse
HOBBIES_2_081_TX_2,1177,0.44010195412064573,518.0,0.7281223449447749,3.678125,0.4515983320403505,320,mid,medium,mid_medium
HOBBIES_2_096_WI_2,1963,0.16046867040244522,315.0,0.8619460010188487,7.243542435424354,0.1942365182012449,271,low,sparse,low_sparse
HOBBIES_2_098_TX_3,1968,0.31046747967479676,611.0,0.8201219512195121,5.559322033898305,0.5956835952636528,354,low,sparse,low_sparse
HOBBIES_2_112_WI_3,1953,0.08602150537634409,168.0,0.9298515104966718,14.255474452554745,0.25419386504601843,137,low,sparse,low_sparse
HOBBIES_2_116_TX_1,1957,0.12876852324987226,252.0,0.8957588145120082,9.593137254901961,0.46068608067200595,204,low,sparse,low_sparse
HOBBIES_2_148_WI_2,1961,0.13768485466598673,270.0,0.90464048954615,10.48663101604278,0.3820981754354913,187,low,sparse,low_sparse
